"Síndrome de Deficiência de Yang do Meridiano do Pericárdio","Problemas circulatórios, depressão, sensação de frio","Neiguan (PC6), Tanzhong (CV17), Zusanli (E36), Mingmen (DU4)"
"Síndrome de Estagnação de Qi no Meridiano do Pulmão","Problemas respiratórios, dor torácica, fadiga","Feishu (BL13), Chize (P7), Zusanli (E36), Qihai (VC6)"
"Síndrome de Umidade-Fleuma no Meridiano do Fígado","Obesidade, problemas digestivos, edema","Ganshu (BL18), Fenglong (E40), Zusanli (E36), Sanyinjiao (BP6)"
"Síndrome de Deficiência de Qi do Meridiano da Bexiga","Problemas urinários, fadiga, fraqueza","Shenshu (BL23), Pangguangshu (BL28), Zusanli (E36), Qihai (VC6)"
"Síndrome de Calor no Meridiano do Pericárdio","Problemas cardiovasculares, agitação, inflamação","Neiguan (PC6), Tanzhong (CV17), Xingyou (PC6), Chize (P7)"
"Síndrome de Deficiência de Yin do Meridiano do Intestino Delgado","Problemas digestivos, ressecamento intestinal, desconforto","Tianshu (E25), Zhongji (CV3), Guanyuan (VC4), Taixi (R3)"
"Síndrome de Vento-Interno no Meridiano do Pulmão","Tosse persistente, problemas respiratórios, espasmos","Feishu (BL13), Lieque (P7), Fengchi (VB20), Hegu (IG4)"
"Síndrome de Calor no Meridiano do Triplo Aquecedor","Problemas hormonais, inflamações, irritação","Waiguan (TR5), Zhigou (TR6), Sanjiaoshu (BL22), Quchi (IG11)"
"Síndrome de Deficiência de Yang do Meridiano do Coração","Problemas circulatórios, depressão, sensação de frio","Xinshu (BL15), Shenmen (C7), Neiguan (PC6), Mingmen (DU4)"
"Síndrome de Estagnação de Sangue no Meridiano do Rim","Problemas de fertilidade, dores, irregularidades","Taixi (R3), Mingmen (DU4), Xuehai (BP10), Geshu (BL17)"
"Síndrome de Umidade-Frio no Meridiano do Intestino Delgado","Problemas digestivos, sensação de peso, desconforto","Tianshu (E25), Zhongji (CV3), Zusanli (E36), Sanyinjiao (BP6)"
"Síndrome de Deficiência de Qi do Meridiano da Vesícula Biliar","Problemas de visão, fadiga, irritabilidade","Fengchi (VB20), Yanglingquan (VB34), Zusanli (E36), Qihai (VC6)"
"Síndrome de Calor no Meridiano do Estômago","Problemas digestivos, inflamação, gengivite","Zusanli (E36), Neiting (E44), Liangmen (E21), Zhongwan (VC12)"
"Síndrome de Vento-Calor no Meridiano do Rim","Problemas urinários, irritação, inflamação","Taixi (R3), Guanyuan (VC4), Zhongji (CV3), Fengchi (VB20)"
"Síndrome de Deficiência de Yin do Meridiano do Fígado","Irritabilidade, visão turva, espasmos musculares","Ganshu (BL18), Taichong (F3), Taixi (R3), Guanyuan (VC4)"
"Síndrome de Estagnação de Qi no Meridiano do Coração","Problemas cardiovasculares, ansiedade, tensão","Xinshu (BL15), Shenmen (C7), Neiguan (PC6), Zusanli (E36)"
"Síndrome de Umidade-Calor no Meridiano do Intestino Grosso","Problemas digestivos, inflamação intestinal, constipação","Tianshu (E25), Shangjuxu (E37), Zusanli (E36), Sanyinjiao (BP6)"
"Síndrome de Deficiência de Sangue do Meridiano do Pulmão","Palidez, fraqueza respiratória, sudorese","Feishu (BL13), Chize (P7), Zusanli (E36), Taixi (R3)"
"Síndrome de Calor no Meridiano do Pulmão","Tosse, inflamação respiratória, sede","Feishu (BL13), Lieque (P7), Tiantu (CV22), Chize (P7)"
"Síndrome de Vento-Umidade no Meridiano do Rim","Dores articulares, problemas urinários, rigidez","Taixi (R3), Shenshu (BL23), Hegu (IG4), Zusanli (E36)"
"Síndrome de Deficiência de Yang do Meridiano do Fígado","Depressão, rigidez muscular, problemas circulatórios","Ganshu (BL18), Taichong (F3), Zusanli (E36), Yinlingquan (BP9)"
"Síndrome de Estagnação de Sangue no Meridiano do Fígado","Dores abdominais, irregularidades menstruais, depressão","Ganshu (BL18), Xuehai (BP10), Taichong (F3), Geshu (BL17)"
"Síndrome de Umidade-Fleuma no Meridiano do Pulmão","Problemas respiratórios, catarro, obesidade","Feishu (BL13), Fenglong (E40), Zusanli (E36), Sanyinjiao (BP6)"
"Síndrome de Deficiência de Qi do Meridiano do Rim","Fadiga crônica, problemas de memória, baixa imunidade","Mingmen (DU4), Taixi (R3), Shenque (VC8), Zusanli (E36)"
"Síndrome de Calor no Meridiano do Fígado","Irritabilidade, enxaquecas, hipertensão","Taichong (F3), Ganshu (BL18), Xingjian (F2), Quchi (IG11)"

